,Gender,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,age_range
369,2,0,0,1,3,4,0,0,0,1,1,1,1,4,2,1,1,0,1,0,1,0,1
371,2,0,1,1,1,5,0,1,2,0,2,2,0,1,0,1,2,1,1,0,1,1,3
372,2,0,1,1,2,5,0,1,2,2,2,2,2,4,1,1,2,2,1,1,2,0,4
373,0,0,0,1,3,2,0,1,2,2,2,2,2,2,0,1,1,2,1,0,2,0,2
374,0,0,1,1,2,2,0,1,0,1,0,1,0,2,2,1,1,0,1,2,0,0,1
375,2,0,0,1,0,2,1,1,2,2,0,0,0,0,0,1,0,1,1,0,0,0,3
376,0,0,0,1,2,5,0,1,2,2,1,1,2,0,2,0,0,0,1,1,1,0,1
377,0,0,1,1,3,2,1,1,0,0,1,1,0,0,0,1,1,2,1,1,2,0,1
378,0,0,1,1,2,5,0,0,2,2,2,2,2,3,0,0,1,1,1,1,2,0,2
379,0,0,1,1,0,5,0,1,2,2,1,2,2,0,0,1,0,0,1,1,0,0,1
380,2,0,0,1,0,3,0,1,2,1,1,0,0,2,1,1,1,1,1,1,0,0,3
381,2,0,0,1,2,5,0,1,2,0,2,2,2,0,1,1,1,2,1,0,2,0,1
382,2,0,1,1,3,2,1,1,2,0,1,1,0,0,1,1,2,2,1,1,0,0,2
383,2,0,1,1,1,2,1,1,1,0,1,1,2,2,1,1,2,2,1,2,1,0,1
384,2,0,0,1,3,4,0,1,0,0,1,1,0,0,2,2,1,0,1,1,1,0,1
385,0,0,1,1,2,5,1,1,2,2,1,0,0,0,0,0,0,2,1,1,0,0,1
386,2,0,0,0,0,3,0,1,0,1,1,1,0,0,1,1,1,2,0,0,0,0,3
387,1,1,1,1,3,0,1,1,2,2,1,1,0,3,2,1,1,0,1,0,1,0,1
388,0,0,0,1,3,4,0,1,0,1,1,1,0,1,2,1,1,0,1,0,0,0,1
389,0,0,1,1,2,5,0,1,2,2,1,2,2,0,0,1,1,0,1,2,0,0,2
390,1,1,1,1,1,0,0,1,1,2,1,1,1,3,2,2,0,0,2,1,1,1,2
391,0,0,1,1,2,5,0,0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,2
392,2,0,0,0,0,5,0,1,0,0,1,0,0,2,2,1,1,0,1,1,0,0,2
393,2,0,1,1,1,2,1,1,0,0,0,0,0,4,1,1,2,2,1,1,2,0,1
395,2,0,0,0,0,5,0,0,2,1,1,0,0,0,0,1,1,1,1,1,0,0,1
397,2,0,0,0,3,4,0,1,1,0,1,1,0,3,0,0,1,2,1,0,1,1,2
398,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,2
399,2,0,0,1,3,1,0,1,0,1,0,0,2,2,0,1,1,1,1,0,2,0,1
400,2,0,1,1,1,4,0,1,2,2,1,1,0,1,0,1,1,2,1,1,1,0,1
401,2,0,1,1,3,2,0,1,2,2,1,1,0,0,0,1,1,0,1,0,1,0,1
403,2,0,1,1,3,1,0,1,2,2,1,1,0,3,0,0,1,1,1,0,1,1,2
404,2,0,1,1,3,2,0,1,0,0,1,1,0,4,0,1,1,1,0,0,0,0,1
406,2,0,1,1,0,2,1,1,2,2,2,2,0,0,2,0,2,1,1,1,2,0,2
408,2,1,0,0,0,4,1,1,0,0,1,1,0,2,1,1,2,2,0,1,0,0,1
410,2,0,1,1,1,5,1,1,2,2,1,1,0,2,2,1,0,0,1,1,1,0,2
411,0,0,1,1,2,5,0,0,0,1,1,0,0,3,2,0,0,0,1,0,1,0,2
412,2,0,1,0,0,5,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1
413,1,0,1,1,3,5,0,1,0,0,1,1,0,0,2,0,0,0,1,2,2,0,2
414,0,0,0,1,3,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,2,0,1
415,2,0,1,0,1,4,0,1,0,0,1,0,0,2,0,1,1,2,1,1,0,0,1
416,1,0,1,1,3,1,0,1,0,1,1,1,0,1,1,1,2,2,0,0,1,0,1
418,2,0,0,0,0,4,0,1,1,0,1,1,0,2,1,1,2,2,1,0,0,0,2
419,2,0,1,1,3,0,1,1,1,2,1,0,0,0,2,0,0,0,1,1,1,1,4
420,2,0,1,1,2,0,1,1,2,0,1,1,2,4,1,1,2,2,1,1,2,0,1
422,2,0,1,1,3,4,1,1,2,2,2,1,0,4,1,1,2,2,2,2,2,0,1
423,2,0,1,1,3,4,0,1,1,0,1,0,0,2,1,1,1,2,1,1,0,0,2
424,0,0,0,1,2,5,0,0,2,2,1,0,0,0,0,1,0,0,1,1,0,0,1
425,2,0,0,0,3,4,0,0,0,1,1,2,2,0,1,1,1,1,0,0,2,0,1
426,2,0,1,1,3,1,0,1,1,2,1,1,0,1,2,1,1,1,1,0,1,1,1
430,2,1,0,0,0,1,1,1,0,0,1,1,0,2,0,1,1,2,1,1,2,0,1
431,0,0,1,1,2,4,0,1,1,0,1,1,0,4,2,1,0,1,1,2,2,0,1
432,2,1,0,1,1,0,1,1,1,0,1,1,2,2,2,0,1,1,2,2,0,0,2
433,2,0,0,0,3,2,0,1,0,0,1,1,0,0,0,1,2,2,1,0,0,0,2
434,0,0,0,1,3,2,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1
435,2,0,0,0,0,4,0,1,0,0,1,0,0,0,1,1,1,2,1,1,0,0,1
438,0,0,0,1,3,2,0,1,2,2,1,0,0,0,0,1,1,0,1,0,0,0,1
439,2,0,1,1,2,0,1,1,2,2,2,2,2,2,1,1,2,2,0,0,2,0,1
440,2,0,1,0,3,4,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1
441,2,0,0,0,2,5,1,1,2,0,2,0,0,2,0,1,0,0,1,1,0,0,2
442,2,0,0,1,3,5,0,1,2,2,2,2,2,0,0,1,1,2,0,2,2,1,3
444,2,0,1,1,3,4,0,1,2,2,1,1,2,4,1,1,2,2,1,1,2,0,1
445,2,0,1,0,1,5,0,1,2,0,1,0,0,0,2,1,1,1,1,0,1,1,2
447,0,0,0,1,3,1,0,1,2,2,1,1,0,1,2,0,1,1,1,1,1,1,1
448,2,0,0,1,2,2,0,1,2,2,2,1,0,0,1,1,1,2,1,1,0,0,1
449,2,0,1,1,2,5,0,0,2,2,2,2,0,0,0,0,1,1,1,1,0,0,2
450,2,1,1,1,1,4,1,1,2,2,1,1,2,4,1,1,2,2,0,0,2,0,3
451,1,0,1,0,0,5,0,1,2,2,2,0,2,0,2,0,0,1,1,0,2,0,2
452,2,0,1,1,1,5,0,1,2,2,2,1,0,3,2,1,1,0,1,1,1,1,1
453,2,0,0,1,3,4,0,1,0,1,1,1,0,0,2,2,1,0,1,1,0,0,2
454,2,0,1,1,3,1,0,1,0,1,1,0,0,0,2,1,0,0,1,2,0,0,1
455,2,0,0,0,3,5,0,1,0,0,1,1,2,2,1,1,2,2,0,2,0,0,2
456,2,0,0,0,2,4,0,1,1,2,1,1,0,2,0,1,1,1,1,0,1,0,1
457,2,0,1,0,0,1,0,1,2,0,1,1,2,0,2,1,0,0,1,0,0,0,2
458,2,0,0,0,0,4,0,1,1,0,1,1,0,0,0,1,1,0,1,2,2,0,2
461,0,0,0,0,0,3,0,1,2,1,2,2,0,4,0,1,1,2,1,1,2,0,2
462,2,0,0,0,3,4,1,1,1,2,1,1,0,2,2,0,1,0,1,1,0,0,1
463,0,0,1,0,0,2,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1
464,2,0,1,1,3,4,1,1,0,0,2,0,0,2,2,1,1,2,1,0,2,0,1
465,2,1,0,1,3,2,1,1,1,0,1,1,2,2,0,0,1,2,1,0,2,0,2
466,2,0,1,1,2,5,0,1,2,2,1,1,0,0,0,1,1,2,1,0,1,0,4
467,2,0,0,1,3,5,0,1,1,0,1,1,1,3,2,0,0,1,1,0,1,0,1
468,2,0,0,0,0,4,0,1,1,2,1,1,0,0,0,1,2,2,0,0,1,0,1
469,0,0,0,1,2,1,1,1,2,2,1,1,2,0,2,1,1,0,1,0,0,0,3
470,2,0,0,1,3,1,1,1,2,2,2,2,2,4,1,1,1,2,1,1,2,0,2
471,2,0,0,1,2,5,0,1,2,2,2,2,2,2,0,1,1,2,1,2,2,0,4
472,2,0,0,0,3,4,0,1,0,0,1,1,0,3,2,1,0,0,1,0,1,0,1
473,0,0,0,1,3,5,0,1,2,2,1,2,0,0,2,1,1,1,1,0,1,1,2
474,2,0,0,0,3,4,1,1,0,0,1,1,0,3,0,1,1,2,1,0,0,0,2
475,2,0,0,1,3,5,0,1,2,1,2,2,0,0,0,0,0,0,1,0,0,0,4
476,2,0,1,1,3,4,0,1,1,1,1,1,0,1,2,0,1,0,1,1,1,1,1
477,2,1,1,1,1,2,1,1,0,0,0,0,0,0,1,0,2,2,0,2,0,0,1
480,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,2,2,0,2,2,0,1
481,2,0,0,1,3,5,0,1,2,2,2,2,2,2,2,0,0,0,1,2,0,0,3
482,0,0,1,1,3,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
483,2,0,0,1,2,4,0,1,2,2,1,1,0,0,0,1,1,0,1,0,0,0,1
484,2,0,0,0,0,4,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3
485,2,0,0,1,3,2,0,0,1,2,0,1,0,2,0,1,1,1,1,2,1,1,3
486,0,0,1,1,3,2,0,1,0,1,1,1,0,0,2,0,1,0,1,0,0,0,1
487,2,1,1,1,1,0,1,1,1,2,1,1,2,4,1,1,2,2,1,1,2,0,1
488,2,0,0,0,3,4,0,1,1,0,1,1,2,4,0,1,1,2,1,0,2,0,1
489,2,0,0,0,0,4,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,2
491,2,0,0,0,2,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1
493,0,1,1,1,3,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
495,0,0,1,1,1,5,0,1,2,1,0,1,0,0,0,1,1,1,1,1,2,1,1
496,2,0,0,1,3,5,0,0,2,1,1,1,0,1,2,0,1,0,1,1,1,1,2
497,0,1,1,1,1,0,1,1,0,1,1,1,2,1,2,1,1,0,1,0,1,1,1
498,2,0,0,1,3,5,1,0,1,2,2,2,2,4,1,1,2,2,0,0,1,0,4
499,2,0,0,0,2,4,0,1,0,1,0,0,0,2,1,1,1,1,1,0,2,0,2
503,2,0,0,0,0,5,0,0,0,1,0,2,0,0,1,1,2,2,1,2,0,0,1
504,0,0,0,1,3,1,0,1,1,2,1,1,0,0,2,0,0,0,1,0,1,0,2
505,2,0,0,1,3,5,0,1,2,2,2,2,0,0,0,1,1,0,1,1,2,0,3
506,2,0,0,0,0,1,0,0,2,0,2,1,0,3,0,1,2,2,0,2,1,0,3
507,2,0,1,1,3,4,1,1,2,0,1,1,0,0,1,1,2,2,0,0,2,0,2
508,2,0,1,1,3,5,0,1,2,2,2,2,0,4,1,1,1,2,1,2,2,0,3
510,0,0,0,1,3,3,1,1,2,2,2,2,0,4,1,1,1,1,1,1,0,0,2
511,0,0,0,0,3,4,0,1,1,0,1,1,1,2,0,1,1,0,1,1,2,0,1
513,2,0,0,0,0,2,0,1,2,2,2,2,2,4,1,1,2,2,1,1,2,0,2
514,2,0,1,1,3,5,0,1,2,1,2,2,2,0,2,1,0,0,1,1,1,0,2
516,2,0,0,1,2,3,1,1,2,1,2,2,2,0,1,1,1,2,1,0,2,0,3
517,0,0,1,1,3,5,0,0,2,2,2,2,2,4,0,1,2,2,1,1,1,1,2
518,2,0,0,1,3,4,0,1,2,2,1,1,2,4,2,2,1,1,1,0,1,0,2
519,2,0,1,1,1,2,0,1,1,2,1,1,2,4,0,0,2,2,1,1,1,0,2
520,2,0,0,0,0,5,0,1,2,2,0,2,0,0,0,1,1,2,0,0,2,0,5
523,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,1,1,0,1,1
524,2,1,1,1,3,0,1,1,0,2,0,1,2,1,0,1,1,2,1,2,2,0,2
525,0,0,1,1,2,3,1,1,2,2,2,2,2,4,0,0,1,1,1,1,2,0,3
526,2,1,0,0,3,0,0,1,2,2,0,0,2,2,1,1,1,1,0,0,2,0,1
527,2,0,0,1,3,2,1,1,1,2,2,1,1,1,2,2,0,0,1,1,0,1,4
528,2,0,0,1,3,4,0,1,2,2,1,2,2,4,1,1,0,1,1,1,2,0,1
529,0,1,1,1,3,1,1,1,0,1,0,0,0,0,0,0,1,2,1,1,2,0,2
531,2,0,0,1,2,1,0,1,2,2,2,2,0,2,1,1,2,2,2,2,1,0,2
532,0,1,1,0,3,0,1,1,1,0,1,1,1,3,2,0,0,0,1,0,1,0,1
533,2,0,0,0,2,4,0,1,0,0,1,0,0,4,1,1,1,2,0,0,2,0,1
534,2,0,0,0,0,2,0,1,0,1,0,1,0,0,2,0,0,0,1,0,0,0,1
535,0,0,1,1,3,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,1,0,1
536,2,0,1,1,1,2,1,1,2,2,2,2,0,2,2,1,1,2,1,1,1,0,2
537,2,0,1,1,0,5,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1
538,2,0,0,0,0,4,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1
539,0,0,1,1,3,3,0,1,2,2,1,0,0,0,1,1,1,1,1,1,1,1,1
540,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1
541,0,0,1,1,2,1,0,1,2,2,1,1,2,2,1,1,2,2,1,1,2,0,2
542,2,0,0,0,0,4,0,1,0,0,1,1,0,0,1,1,2,2,2,2,2,0,2
543,0,0,1,1,1,1,1,1,2,0,1,0,0,0,2,2,1,1,1,1,1,1,1
544,1,0,1,1,2,1,0,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1
546,2,0,0,0,0,2,1,1,0,1,0,0,0,4,1,1,2,2,0,0,2,0,1
547,2,0,1,1,3,5,0,1,2,0,1,2,0,1,2,1,1,2,1,2,1,0,2
549,2,0,0,0,1,2,0,1,1,0,0,1,0,2,0,1,1,1,0,2,0,0,1
551,2,0,0,1,3,4,0,1,1,0,1,1,0,4,1,1,1,2,0,2,0,0,2
552,0,0,0,1,3,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,2,0,1
553,1,0,0,1,3,2,0,1,1,2,2,1,2,2,0,1,1,1,1,1,2,0,1
554,0,0,1,1,2,1,1,1,1,0,1,1,0,2,0,0,1,1,1,2,0,0,1
555,0,0,0,1,1,5,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,2
556,2,0,0,0,3,5,0,1,2,2,2,2,2,4,1,1,1,2,1,0,2,0,2
558,2,0,1,1,3,4,1,1,1,1,1,0,0,2,1,1,1,2,0,2,2,0,1
561,2,0,1,1,3,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,2,0,1
562,2,0,0,0,0,5,0,1,0,1,0,0,2,4,1,1,1,2,0,2,2,0,2
563,2,0,0,1,2,2,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,2
564,2,0,0,0,0,2,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,2
565,2,0,0,1,3,5,0,1,2,2,1,1,2,1,0,1,1,0,1,0,1,0,1
566,2,0,0,1,3,3,0,1,2,1,2,0,2,0,2,0,2,2,1,0,0,0,2
567,2,0,0,1,3,5,0,1,2,0,1,2,0,2,1,1,2,1,0,2,0,0,2
568,2,0,1,0,3,5,0,1,2,1,0,0,0,2,0,1,0,1,1,2,1,0,2
569,2,0,1,1,3,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,2
570,2,0,1,1,2,0,0,1,1,2,1,1,0,0,0,1,1,2,1,1,2,0,1
571,2,0,0,1,1,5,0,1,2,2,2,2,2,2,0,0,2,2,0,0,0,0,3
572,0,0,0,0,3,3,0,1,0,1,0,2,0,0,1,1,1,2,1,1,2,0,1
573,0,0,1,1,3,2,0,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,1
574,2,0,0,0,0,2,1,1,1,2,1,1,0,0,1,1,0,0,1,0,1,0,3
575,2,0,1,0,0,2,0,1,0,0,1,0,0,2,1,1,2,2,1,1,2,0,2
577,2,0,1,0,3,4,1,1,0,1,1,1,2,4,1,1,1,2,1,1,2,0,2
578,2,1,0,0,0,2,1,1,2,2,1,1,2,3,2,1,1,0,1,2,1,0,1
579,2,0,1,1,3,2,1,0,2,0,1,1,0,0,0,1,1,1,1,0,0,0,2
580,2,0,1,1,1,5,0,1,2,0,1,1,0,0,0,0,1,1,1,1,0,1,3
582,2,0,0,1,0,5,0,0,2,1,2,2,2,1,0,1,1,0,1,0,0,1,1
583,2,0,0,0,0,4,0,1,1,2,1,1,2,4,1,1,1,2,0,0,2,0,2
584,2,0,0,0,3,0,1,1,1,0,1,1,2,0,2,1,1,2,1,1,1,0,1
585,0,0,0,0,0,2,0,0,0,1,1,1,0,2,0,0,2,2,0,0,0,0,2
586,2,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1
587,0,0,0,0,0,2,0,1,2,2,2,1,2,0,0,1,1,1,1,0,0,1,1
588,2,0,1,1,3,4,0,1,1,0,1,1,0,2,0,1,2,2,1,0,0,0,2
589,2,0,0,1,3,4,0,1,1,2,1,1,0,2,1,1,2,2,1,0,0,0,3
590,2,0,1,1,3,2,1,1,2,2,1,1,0,0,0,1,1,1,1,2,0,1,2
591,2,0,1,1,3,2,0,1,0,0,1,1,1,1,2,1,1,1,1,0,0,0,1
592,2,0,1,1,3,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
593,2,0,1,1,3,5,0,1,2,1,2,2,0,0,0,1,1,1,1,1,1,0,3
594,2,0,1,0,0,1,0,1,2,2,2,2,0,0,1,1,1,2,1,0,2,0,1
595,2,0,0,0,2,1,0,1,2,1,0,0,0,0,1,1,1,1,1,1,2,0,1
596,0,0,1,1,3,1,0,1,2,1,1,1,0,1,2,0,0,0,1,1,1,1,1
599,2,0,1,1,2,1,0,1,1,0,1,0,0,1,2,2,1,0,1,1,1,1,2
600,2,0,1,0,1,1,0,1,2,2,2,2,0,0,1,1,1,2,1,1,0,0,1
602,2,0,1,1,3,1,0,0,2,1,1,1,2,1,2,2,0,0,1,1,1,0,2
603,0,1,1,1,1,0,1,0,1,2,1,2,2,1,1,1,2,2,1,1,2,0,1
605,2,0,0,0,3,1,0,1,1,2,1,1,0,0,0,0,1,1,1,1,1,0,2
606,2,0,0,0,3,0,1,1,0,0,1,0,0,0,2,0,1,1,1,0,0,0,3
607,2,0,0,0,0,2,0,0,0,1,1,1,0,0,0,2,1,0,1,0,1,0,1
609,2,0,0,0,0,0,1,1,1,0,1,1,0,0,2,1,0,0,1,0,0,0,1
610,2,0,0,1,3,4,0,1,1,2,1,1,2,2,1,1,1,2,0,0,2,0,2
611,2,1,0,0,2,4,1,0,1,2,1,1,0,4,1,1,1,2,0,0,2,0,3
612,2,0,0,0,1,5,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,2
613,2,0,0,0,3,2,0,1,0,1,1,1,0,2,0,1,1,0,1,2,1,1,1
614,2,0,0,0,2,5,0,1,2,0,1,1,0,4,2,0,1,0,1,1,0,0,1
615,2,1,0,1,1,4,1,1,1,1,1,2,0,1,1,1,2,2,1,0,2,0,1
616,2,0,0,0,0,2,0,1,2,0,2,0,0,0,1,1,1,1,0,0,2,0,2
617,2,0,1,1,2,1,1,0,2,2,1,1,2,3,2,1,1,0,1,0,1,0,2
618,2,0,1,0,1,2,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,2
619,2,0,1,1,3,1,0,1,2,2,1,1,2,4,1,1,1,2,0,2,2,0,1
620,2,0,1,0,3,1,0,1,0,0,1,1,0,2,1,1,1,1,1,0,0,0,1
621,2,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,2,0,2,1,1,1
622,0,0,0,1,1,2,1,1,2,2,1,1,0,4,0,1,1,1,1,2,0,0,2
623,0,0,1,1,3,5,0,1,2,2,2,2,2,2,2,0,0,0,1,1,0,0,1
624,0,0,1,1,3,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,2
625,0,0,1,1,2,3,0,1,2,2,2,2,0,1,0,1,0,1,1,1,1,0,1
626,1,0,1,1,3,1,0,0,2,2,1,1,0,1,2,0,1,1,1,0,1,0,2
627,2,1,1,1,3,4,0,1,1,2,1,1,2,2,1,1,1,1,1,1,1,0,2
628,1,0,0,0,3,2,1,1,1,2,1,1,2,3,2,0,1,0,1,0,1,1,2
629,2,0,1,1,3,2,1,1,2,1,1,0,0,0,2,1,1,1,1,1,0,1,1
630,0,0,0,1,3,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1
631,2,0,1,1,2,4,0,1,2,2,1,1,0,0,2,0,1,1,1,1,0,0,4
632,2,0,0,0,3,4,1,1,1,0,1,1,1,4,1,1,2,2,0,0,2,0,2
633,0,0,0,1,3,1,1,1,2,2,1,0,0,2,0,1,1,2,1,1,2,0,2
634,2,0,0,1,2,1,0,0,0,0,2,0,0,4,1,1,1,2,1,1,2,0,2
635,2,0,0,0,0,2,0,1,1,0,1,1,0,2,1,1,1,1,2,2,0,0,1
636,2,1,1,1,1,4,0,1,1,0,1,1,0,2,1,1,1,2,0,0,2,1,2
637,2,0,0,1,1,2,0,1,1,0,1,1,2,2,1,1,1,2,1,0,2,0,1
639,2,1,1,1,3,0,1,1,1,2,2,1,0,1,2,2,0,0,1,1,1,1,3
642,0,0,1,1,3,5,0,0,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1
643,2,0,0,0,0,2,0,1,2,2,1,2,2,1,2,0,0,0,1,0,0,1,4
644,0,0,1,1,2,1,0,0,2,0,1,1,1,0,0,1,1,0,1,1,0,1,2
645,2,1,0,0,0,4,0,1,1,0,1,1,0,0,2,0,0,0,1,0,0,0,2
646,2,0,1,1,3,2,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1
647,2,0,0,0,3,2,0,1,1,0,1,1,0,4,1,1,1,1,1,1,0,0,1
648,0,0,1,0,3,1,0,0,1,2,2,2,0,2,1,1,2,2,1,1,0,0,1
649,0,0,0,0,1,4,0,1,1,0,1,1,0,0,1,1,0,1,1,2,0,0,1
650,2,0,0,0,2,5,1,0,0,0,2,2,0,0,1,1,1,1,1,0,0,0,2
651,2,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1
652,2,1,1,1,3,0,1,1,0,1,1,1,0,4,1,1,1,2,2,2,0,1,4
653,0,0,1,0,0,3,0,0,0,0,2,2,0,0,2,0,0,0,1,1,0,1,2
654,2,0,0,1,0,3,0,0,2,1,2,2,0,4,0,1,0,0,1,1,2,0,2
656,2,0,0,0,2,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,2,0,1
657,2,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,2,1,0,0,0,2
658,2,0,1,1,3,5,0,1,2,2,1,0,2,0,0,1,1,2,1,2,2,0,1
660,0,0,0,0,2,5,0,1,2,2,2,2,2,2,1,1,1,1,1,0,2,0,0
661,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,2,0,0,0,0,1
662,2,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,2
663,2,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,2,0,0,2,0,1
664,2,0,0,0,3,5,0,0,0,0,1,1,2,4,1,1,1,1,1,1,0,0,1
665,2,0,0,1,3,2,1,1,1,0,0,1,0,3,0,0,1,0,1,1,1,0,1
668,2,0,0,0,0,2,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1
670,2,0,0,0,0,2,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1
671,2,0,1,0,3,4,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
673,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,2,0,1
674,2,0,1,0,3,2,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,2
675,2,0,0,1,3,2,1,0,0,1,1,0,0,0,1,1,1,2,1,0,0,0,1
677,0,0,1,1,2,4,0,1,0,0,1,1,0,0,2,1,0,0,1,1,0,0,1
679,2,0,0,1,1,0,1,1,2,1,1,2,0,4,1,1,2,2,1,0,2,0,3
680,2,0,0,1,2,2,1,1,1,0,1,1,0,2,0,1,1,1,1,0,0,1,2
681,2,0,0,1,3,5,0,0,2,2,2,2,0,0,1,1,1,2,1,1,0,0,2
682,3,0,1,1,1,2,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0
683,0,0,0,1,2,5,1,0,2,2,2,0,2,2,1,1,0,2,1,0,0,0,1
685,0,0,1,1,3,5,0,1,0,1,1,0,0,0,2,0,0,0,1,1,0,0,1
686,0,0,1,1,2,5,0,1,2,2,2,2,2,2,1,1,1,2,1,1,2,0,2
687,2,0,1,1,3,1,0,1,2,1,2,2,2,2,0,0,1,2,1,1,2,0,3
689,0,0,0,1,3,4,1,1,0,1,2,0,2,4,1,1,2,2,0,0,2,0,1
690,2,0,0,1,3,4,0,1,2,0,1,1,0,2,0,0,1,1,1,1,0,0,1
691,2,0,0,0,0,0,1,1,1,0,1,1,2,2,1,1,2,2,1,0,2,0,1
695,2,0,0,1,3,2,0,0,2,2,1,1,2,4,1,1,0,2,1,1,2,0,2
701,2,1,1,1,2,0,1,1,1,2,2,2,1,3,1,1,2,2,1,1,2,1,2
702,2,0,1,1,3,1,0,1,2,2,0,0,2,0,0,1,2,2,1,1,0,0,2
703,2,0,0,1,1,2,0,0,2,2,2,1,2,2,1,1,1,2,1,0,2,0,1
704,2,0,1,1,3,2,0,0,2,1,1,2,0,2,2,1,0,0,1,1,1,0,3
705,2,0,0,1,2,1,0,1,0,0,1,1,0,0,0,1,2,2,1,0,1,1,2
706,2,0,0,0,0,2,0,1,0,1,1,1,0,0,2,2,1,0,1,1,1,0,1
707,2,1,0,1,3,0,1,1,0,1,0,0,0,4,1,1,2,2,2,2,0,0,2
709,2,0,0,1,1,2,0,1,2,2,1,1,2,4,1,1,2,2,0,0,2,0,1
712,2,0,1,0,0,1,0,1,0,0,1,0,0,4,1,1,1,2,1,0,0,0,1
713,2,0,0,0,0,4,0,1,2,2,1,2,2,0,0,1,1,1,1,1,1,0,1
714,2,1,1,1,3,0,1,1,2,2,0,0,0,3,2,0,1,0,1,1,1,0,2
715,2,0,0,1,3,2,0,0,1,0,1,1,0,1,2,1,0,0,1,0,0,0,2
721,2,0,1,1,3,5,0,0,0,0,1,1,1,3,2,1,1,0,1,2,1,1,1
723,2,0,1,1,0,4,1,1,0,0,2,0,0,0,2,1,1,2,1,1,1,0,1
724,2,0,1,1,3,0,0,0,1,2,1,1,0,0,1,1,1,2,0,0,0,0,2
725,2,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,2
726,2,0,0,0,2,4,1,1,0,0,1,1,0,4,0,0,1,1,1,0,1,0,1
727,2,0,1,1,3,2,0,1,0,0,1,1,1,3,2,2,0,0,1,1,1,0,1
729,2,1,0,1,3,0,1,1,1,0,1,1,2,3,2,1,2,0,1,0,1,1,3
730,2,0,0,1,1,4,0,1,1,0,1,1,0,0,2,1,2,2,0,2,1,0,2
735,2,1,0,0,0,1,0,0,1,1,1,1,0,4,1,1,2,1,1,2,1,0,2
737,2,0,0,1,3,2,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,2
